name,category,symptom_list,description,url
eyeworm disease,sensory,"eye redness, eye discharge, eye itchiness, swelling, no clinical signs","eyeworm disease in horses is caused by the eyeworm (thelazia spp.) parasite, which is transmitted by face flies. thelazia lacrymalis is usually the parasite associated with most occurrences. the symptoms associated with eyeworm disease are sometimes absent or can vary from mild to severe conjunctivitis (pink eye) or inflammation of other areas of the eye including the cornea, tear ducts, tear sacs and eyelid.",https://horsedvm.com/disease/eye-worms
fescue poisoning,toxic,"prolonged pregnancy, retained or thickened placenta, abortion, lower conception or breeding rate, foaling difficulty, lack of or poor milk production, premature placental separation (red-bag), higher rates of newborn foal death, increased risk of laminitis, altered serum hormone levels, loose feces or diarrhea, more profuse sweating, weight loss/decreased weight gain","tall fescue, festuca arundinacea is one of the most abundant cool-season grasses in the southeastern united states, occupying over 35 million acres of land. 62% of pasture grasses are infected with the endophyte fungus, neotyphodium coenophialum. n. coenophialum lives within the plants and seeds and produces varying amounts of ergot alkaloids. horses are extremely sensitive to ergot alkaloids and become poisoned over time through consumption of the endophyte-infected grass or hay. the principal alkaloid responsible is ergovaline; the amount present in the plant varies considerably depending on the strain, plant part, stage of maturity, environmental conditions, and geographic region. fescue toxicosis is of particular importance to pregnant mares, as it can result in a number of different reproductive problems; some of which include abortions, stillborn foals, prolonged pregnancy, thickened or retained placentas, uterine infections, lack of or poor milk production, low immunoglobulin (igg) levels in milk, higher rates of newborn foal deaths, premature placental separation (red-bag), foaling difficulty, lower conception or breeding rates, and altered serum hormone levels. growing horses and mature geldings and mares are also affected by endophytic-infected fescue, as studies have shown that it is associated with decreased weight gain and weight loss. horses are also at a higher risk of developing chronic foot and leg disorders, an increased risk of laminitis, loose feces or diarrhea and more profuse sweating.",https://horsedvm.com/disease/tall-fescue-toxicity
fibrotic myopathy,musculoskeletal,"abnormal gait, hindlimb lameness, warmth and pain on deep palpation","fibrotic myopathy is a mechanical lameness in horses, caused by restriction of the action of the horse's muscles. it occurs when horses injure their semitendinosus and semimembranosus muscles and can present in acute or chronic form. it is frequently caused by performing abrupt turns and sliding stops. it can also be caused by im injections, trauma, and due to a congenital form. the majority of horses with fibrotic myopathy had a previous history of trauma in the affected leg. the associated gait abnormality is most obvious when the horse is walking or at a slow trot. the horse's leg appears to jerk suddenly to the ground rather than continue its forward motion.",https://horsedvm.com/disease/fibrotic-myopathy
fire ant bites,integumentary,"acute swelliing, blistering, redness, intense pruritus (itching)","horses can sometimes accidentally step on, roll over on, or stand too close to mounds constructed by the non-native red imported fire ant, solenopsis invicta, while turnout out in pastures. when fire ant mounds are disturbed, the ants rapidly respond by attacking the cause of the disturbance with painful simultaneous bites and stings, composed of piperidine alkaloids. this results in redness, itchiness, swelling, and the formation of pus-filled blisters which may last an average of 3 to 8 days before scabbing over. fire ants are an invasive ant species which is known for its highly aggressive behavior and large colony formations. they are found throughout the southeastern united states. they build their mounds in almost any type of soil, and prefer open, sunny grass fields, hence why they are often found in horse pastures. they may also be found underneath buildings, around tree stumps, electrical junction boxes, and inside rotting logs. mounds containing colonies of ants can reach up to 18 inches in height, depending on the soil type. the ants use underground tunnels to enter and exit. there are both single-queen colonies and multiple-queen colonies, which freely move from one mound to another, drastically increasing the number of mounds found on the property. areas with single-queen colonies may contain 40-150 mounds (7 million ants) per acre, where with multiple-queens, there may be 200 or more mounds (40 million fire ants per acre). to control fire ants, you need to use a combination of broadcast fire ant bait---which is used to treat over an entire section of pasture, and treat individual mounds. there are several different companies which make fire ant bait and insecticide products, however most require several treatments. while treating areas within horse pastures, temporarily fence off areas to prevent horses from accessing the baits and insecticides. studies have found that vaseline and baby powder may be semi-effective methods of repelling fire ants.",https://horsedvm.com/disease/fire-ant-bites
fistulous withers,integumentary,"solitary lesions along the back and withers, swelling, hear and pain in the withers area, mounds of granulation tissue emerging from eroded skin, lethargy, generalized stiffness","septic supraspinous bursitis, commonly referred to as 'fistulous withers', is characterized by a profuse serofibrinous exudate with varying amounts of skin necrosis at the supraspinous bursa (the region of the horse's withers and associated tissues) that turn into distended fistulous tracts. fistulous withers is caused by trauma and/or use of poorly-fitting tack. clinical signs onset of clinical signs is usually abrupt or insidious. clinical signs that are most often observed during the early stages of fistulous withers is the development of localized pain, heat, and swelling at the location of the withers without obvious external fistulation or exudate. some horses present concurrently with general stiffness and/or lethargy. once this bursa ruptures, it releases purulent exudate, draining from the fistula which usually contains multiple bacteria. the most common bacterial organisms isolated from horses with fistulous withers are staphylococcus aureus, streptococcus spp., actinomyces bovis, and brucella abortus (the causative agent of brucellosis). brucellosis is a febrile zoonotic disease found in domestic and wild animals worldwide. cattle, sheep, pigs and goats are the species most commonly infected, and when contracted by horses, is usually associated with the mixed presence of cattle and horses.",https://horsedvm.com/disease/fistulous-withers
foal immunodeficiency syndrome,foals,"weight loss, lethargy, failure to suck, pale mucous membranes, nasal discharge, watery diarrhoea, coughing, rapid heart rate","foal immunodeficiency syndrome (fis), formally known as fell pony syndrome, is a fatal autosomal recessive disease that affects young foals. foals with fis appear normal at birth, but soon develop a profound anemia which causes them to start to weaken 2 to 8 weeks later. the anemia is caused by the complete absence of b lymphocytes in the circulation or tissues which has an affect on their ability to produce their own antibodies. the first reported case of fis was in a fell pony in 1996. in 2009, a confirmed case of fis was seen in a dales pony foal. a mutation associated with fis in both the fell and dales pony breeds was identified in 2011. other at risk breeds of fis are the clydesdale, highland pony, exmoor pony, welsh pony, and colored horses and ponies.",https://horsedvm.com/disease/fell-pony-syndrome
food allergies,nutritional,"itchiness, mild to intense, wheals, secondary lesions","food allergies are a hypersensitive immune response either ige mediated or non-ige mediated, to certain food proteins. there are three types of food allergies that occur in horses, ige mediated, mixed (ige/non-ige), and non-ige mediated (cellular, delayed type hypersensitivity). horses with food allergies can present with a variety of different signs that can range from mild to severe. just because an initial reaction causes few problems doesn’t mean that all reactions will be similar; a food that triggered only mild symptoms on one occasion may cause more severe symptoms at another time.",https://horsedvm.com/disease/food-allergies
foxtail awn infection,toxic,"excessive salivation, ulcers on the tongue and oral tissues of the mouth, loss of appetite, refuse to eat hay","foxtails consist of a group of plants that have sharp spikes which can cause damage to horse's mouths if consumed. most frequently observed species include:yellow foxtail (setaria glauca)needle and thread grass (stipa comata)foxtail barley (hordeum jubatum)squirreltail (sitanion hystrix)cheatgrass (bromus tectorum)foxtail plants contain fine, wiry bristles which look similar to a fox's tail. these bristles contain sharp spikelets with have tiny, upwardly directed barbs or points. if eaten by horses, they often can embed themselves in the oral tissues of the horse's mouth. over time, if the bristles aren't removed from the horse's mouth, ulcers will develop around the bristles. they can appear as discolored areas or a white raised circular area. horses are usually at risk of consuming these plants if given low quality hay. sometimes, horses may start to refuse to eat the hay as a result of pain experienced due to contamination with foxtails. hay bales should always be inspected prior to feeding to horses, especially if it was cut late. pastures should also be inspected for foxtails, as horses may ingest in while in the pasture if they have little else to eat. foxtails can cause painful blisters and lesions in the mouth, tongue and lips, resulting in the horse's reluctance to eat. deep ulcerations of the tongue, gums and cheeks may lead to abscesses.",https://horsedvm.com/disease/foxtails
gasterophilosis,integumentary,"yellow specks on legs, flank and mane, difficulty swallowing, diarrhea, loss of appetite, pus pockets in mouth, loosened teeth, pale mucous membranes, colic","gasterophilosis is caused by a build up of larvae produced by the horse bot fly (gasterophilus spp.), which is an internal gastrointestinal parasite of horses. adult bot ﬂies deposit their eggs on the horses’ haircoat, at different locations depending on the species of ﬂy. there are approximately 9 different species of bot flies that exist worldwide. some of the most common species include:g. intestinalis: the most widely distributed; lays thin, tiny yellow to off-white colored eggs on the horse's forelegs, belly, flanks, shoulders, and mane.g. haemorrhoidalis: referred to most often as the throat horse bot; lays its eggs under the chin and lower jaw of the horse which can sometimes cause the horse to throw its head up from the irritation.g. nasalis: referred to as the nose bot; lays tiny black eggs on the horse's muzzlea single female bot fly may lay from 150-1,000 eggs. the botfly's eggs are typically ready to hatch within 7-10 days of being laid, however remain dormant until the area where they are present is licked or bite by the horse. horses will accidentally swallow the eggs when they lick the areas where the eggs were laid by the fly. upon ingestion, the sudden increase in temperature of the horse's mouth stimulates the eggs to hatch. once hatched, the bots enter the horse through their mouth and travel down the esophagus in order to migrate into the stomach where they attach themselves to the lining of the stomach wall. the larvae damage the horse by interfering with the passage of food, causing stomach lesions that can become a site of secondary infection and by causing restlessness when the larvae are in the rectum prior to passage. when mature, the larvae release from the stomach and are passed with the feces. the larvae freshly shed within the feces of the horse, will burrow beneath the soil surface and pupate. adult flies will emerge from the pupae in 20 to 70 days. bot eggs are most frequently discovered on horses during late summer and early fall and remain until the first hard frost. eggs are characterized by tiny, yellow specks on the horses' legs, mane and flank.",https://horsedvm.com/disease/bots
gastric ulcers,digestive,"poor appetite or a change in eating behavior, reduced performance, behavior changes, depression, abdominal discomfort, dull hair coat, weight loss, hypersalivation, mild colic, crib biting","equine gastric ulcer syndrome (egus), also commonly referred to as 'gastric ulcers', is one of the most commonly reported diseases in horses that is characterized by ulceration of the mucosa of the esophagus, stomach, or duodenum. gastric ulcers can occur in any breed or age of horse however they are highly prevalent in racing and performance horses, with between 75-90% reported to have at least mild gastric ulcers. equine gastric ulcers are caused by stomach acids eroding portions of the mucosal lining of the horse's stomach. the horse's stomach consists of a lower glandular portion, where acids are secreted, and an upper non-glandular (squamous) portion, where ulcers are more likely to occur once stomach acids spread into the area. gastric ulcers cause pain to affected horses, causing chronic pain that will impact the horse's behavior, performance, and increase their risk of colic. many horses with gastric ulcers show signs of decrease in appetite, weight loss, and loose stools. some may show signs of abdominal pain or colic. equine gastric ulcers are ultimately the result of stress and alteration of the horse's natural lifestyle. in the wild, horses graze the majority of the day on a variety of different species of fresh forage, thus their stomach is continuously digesting food and producing stomach acid. when horses are instead, fed only twice a day, in the form of a concentrated feed, asked to stand for long periods in a stall or trailer, isolated from other horses, and asked to perform daily exercise routines which puts a great deal of stress on the system it has an impact on the gastrointestinal system. treatment with nonsteroidal anti-inflammatory drugs (nsaids) is associated with gastric ulcers in horses. nsaids are most likely to cause ulcers when horses receive doses that are greater or administered more frequently than is advised on label instructions.",https://horsedvm.com/disease/gastric-ulcers
getah virus,infectious,"fever, rash, hind limb swelling, swollen lymph nodes, colic, depression, loss of appetite, nasal discharge","getah virus (getv) a member of the genus alphavirus in the family togaviridae and has been frequently isolated from mosquitoes. the virus reach is eurasia to southeast and far eastern asia, the pacific islands, and australasia. the natural host animal of the virus was not known until the first recognized occurrence of getah virus infection among racehorses in two training centers in japan in 1978. outbreaks of clinical disease due to getah virus infection occur infrequently, and only one outbreak has been reported outside japan; this was in india in 1990. an inactivated vaccine is available for the prevention and control of getah virus infection in horses in japan. clinical signs of the disease in horses are mild and nonlife-threatening and characterized by fever, edema of the hind limbs, swelling of the submandibular lymph nodes, and urticarial rash. how horses are infected getv is transmitted to horses through bites from infected mosquitoes. there is some evidence to suggest that direct horse-to-horse transmission may occur during outbreaks via nasal discharges that contain considerable amounts of virus. how getah virus is diagnosed in horses getah virus can be diagnosed serologically, based on testing acute and convalescent phase sera by using sn, cf, hi, and elisa tests.",https://horsedvm.com/disease/getah-virus
glanders,infectious,"loss of appetite, weakness, poor performance, enlarged lymph nodes, fever, nodules and crater-like ulcers, nasal discharge, nose bleeds, cough, shortness of breath, cording of lymphatics, hind leg swelling","glanders is a contagious zoonotic disease caused by infection with the bacterium pseudomonas mallei (formally classified as burkholderia mallei). glanders can occur as either acute or chronic, but clinically it is difficult to distinguish between the two forms. donkeys and mules are more prone to developing the acute form of glanders, while horses often develop the chronic form. chronic glanders is usually fatal albeit a few cases may recover clinically and remain carriers for life. chronic glanders occurs as one of three forms: cutaneous (farcy), nasal, or pulmonary. the cutaneous form is characterized by development of nodules which progress to ulcers discharging a thick yellow exudate and generally track the lymphatic vessels to regional lymph nodes. the lymph vessels are usually swollen and corded with nodules. the cutaneous lesions can appear anywhere on the body, but typically affect the limbs, especially the hindlimbs. glanders has been eradicated from many countries by statutory testing, elimination of infected animals and import restrictions. however, it is still endemic in parts of africa, asia, the middle east and central and south america. transmission glanders is transmitted primarily through ingestion of feed or water contaminated by the nasal secretions of infected horses.",https://horsedvm.com/disease/equine-glanders
glaucoma,sensory,"impaired vision, red, cloudy eye, small white streaks within the cornea, dyscoria (abnormally shaped pupil),","glaucoma refers to a group of eye conditions that lead to damage to the optic nerve. it is an insidious and painful disease that often results in blindness in the affected eye. glaucoma can be congenital, primary or secondary. congenital. a rare condition affecting foals which results in a rapid globe enlargement. secondary. the secondary form of glaucoma is the most common type that affects horses. it is caused by concurrent intraocular diseases such as chronic uveitis, intraocular neoplasia, or retinal detachment.",https://horsedvm.com/disease/glaucoma
glycogen branching enzyme deficiency,foals,"abortion or still birth, low body temperature at birth, increased respiratory rate, muscle weakness, contracted tendons in all four legs of foal, hypothermia, hypoglycemia, sudden death on pasture of foals","glycogen branching enzyme deficiency (gbed) is a fatal, autosomal-recessive disease that occurs in newborn quarter horse, paint horse, and related breeds' foals. it is caused by y34x missense mutation at codon 34 in exon 1 of the glycogen branching enzyme 1 (gbe1) gene. the foals lack the enzyme necessary to store glycogen (sugars) in its branched form and therefore cannot store sugar molecules. the foal is born lacking the enzyme necessary for storing glycogen and the horse's brain, heart muscle, and skeletal muscles cannot function, leading to rapid death. it is estimated that 8% of quarter horses and paint horses are carriers of the mutation. since the gene is recessive, a horse can carry the gene and pass it to its offspring unknowingly. gbed is related to glycogen storage disease type iv in humans.",https://horsedvm.com/disease/glycogen-branching-enzyme-deficiency
guttural pouch mycosis,respiratory,"nasal bleeding, reluctance to lower head to the ground, stiffness of the upper neck, abnormal head posture, coughing, weight loss, respiratory distress","guttural pouch mycosis (gpm) is a rare, potentially life-threatening fungal disease in horses. it is caused by a fungus, usually aspergillus spp. that infects the lining of the horse's guttural pouch. the infection causes fungal plaques to develop within the mucosa of the guttural pouch walls, most commonly located on the roof of the medial compartment but also sometimes the lateral wall of the lateral compartment. the buildup of fungal plaques causes damage and eventual erosion of to the underlying vascular structures or inflammatory injury to the adjacent nerves. the horse's guttural pouches are paired extensions of the eustachian tubes that connect and communicate with the pharynx through the pharyngeal orifice (a funnel-shaped opening in the dorsolateral aspect of the pharynx that forms an oblique slit, rostral and ventral to the dorsal pharyngeal recess) to the middle ear of the horse. they are divided ventrally into separate medial and lateral compartments by the stylohyoid bone, and on the midline by the rectus capitis ventralis and the longus capitis muscles and the median septum. clinical signs most affected horses appear normal and healthy, showing no outward signs of infection until advanced stages of the disease, and once damage has occurred to the underlying nerves or arteries. when the arteries are damaged, nasal bleeding (epistaxis) usually occurs in the form of a single severe or repeated mild episode. severe nasal bleeding with large amounts of blood loss is precipitated by stress such as transport or restraint. the extensive blood loss can often be fatal to horses. when damage occurs to the underlying nerves, affected horses will develop neurological signs, related to the specific nerve that was damaged. the most common nerves damaged from gpm in horses is pharyngeal paralysis, followed by laryngeal hemiplegia, horner's syndrome, and facial paralysis.",https://horsedvm.com/disease/guttural-pouch-mycosis
guttural pouch tympany,respiratory,"large, nonpainful swelling, difficulty swallowing, respiratory noise, difficulty breathing, cough","guttural pouch tympany (gpt) is a rare condition of foals that usually occurs within a few days of birth. it is thought to result from a congenital malfunction of the pharyngeal opening of the pouch, as opposed to a physical obstruction. gpt most commonly affects fillies more than colts, with arabian breeds being most susceptible. the disorder usually occurs unilaterally. the guttural pouch, or diverticulum of the auditory tube, extends downward from the base of the skull and the atlas and opens within the nasopharynx of the horse. it is lined with a thin mucous membrane and divided by the stylohyoid bone into medial and lateral components. gpt can be fatal without surgical treatment. even with surgical treatment, the horse can potentially develop postoperative pharyngeal neuromuscular dysfunction.",https://horsedvm.com/disease/guttural-pouch-tympany
habronemiasis,integumentary,"pink, or reddish-brown, fleshy or greasy-looking sores, nonhealing skin lesions, yellow calcified, rice-like material, large ulcerative granulomatous lesions","habronemiasis is a parasitic skin condition that most frequently affects horses living in the southeastern region of the united states. the disease can manifest in two different forms:conjunctiva habronemiasiscutaneous habronemiasis it is caused by a skin tissue reaction to the larvae of the equine stomach worms (habronema majus, h. muscae and draschia megastoma) once deposited into recent wounds and other moist areas of the horses' body, such as the prepuce, penis periocular tissues, or distal limbs. flies serve as the intermediate host that transmit the larvae to horses, specifically house flies (musca domestica), face flies (m. autumnalis), and stable flies (stomoxys calcitrans). some horses appear to have an increased susceptibility to habronemiasis, and often have recurring episodes each year. clinical signs of disease are characterized by the development of pink or reddish-brown, fleshy or greasy-looking sores which occasionally ulcerate, and contain small, calcified, rice-like yellow material. this yellow material are actually the worm larvae. sites on the horse that are most frequently affected by habronemiasis are areas of previous wounds, lower legs (specifically between coronet band and fetlock), belly, sheath, face, and eyes. habronemiasis occurs seasonally, as it coincides with when flies are most abundant, which is usually late spring through to early fall.",https://horsedvm.com/disease/summer-sores
halicephalobiasis,neurological,"progressive in nature, head tilt, circling, depression alternated with excitability, fever, lateral strabismus, ataxia, head pressing, recumbency, dog paddling","halicephalobiasis is a rare and fatal parasitic disease in horses caused by the free-living nematode, halicephalobus gingivalis (h. gingivalis). the disease is poorly understood and thought to also affect humans. affected horses develop progressive neurological signs that appear similar to that seen in horses with west nile virus (wnv) infection. (h. gingivalis) has been reported to infect horses and humans. it is found in decaying organic matter, horse manure, and soil. little is known about how horses become infected with h. gingivalis or its life cycle. the method of how it enters the horse is thought to be related to penetration of the mucous membranes, particularly oropharyngeal and skin wounds. once inside the horse, h. gingivalis migrates to different organs in the horse's body, where it reproduces. once clinical signs of cns involvement develop, the disease is rapidly fatal. historical cases of infected horses 2001: a 12-year-old arabian gelding was treated with ivermectin (1.2 mg/kg [0.55 mg/lb] of body weight, po, every 2 weeks for 3 treatments). the granuloma was surgically debulked 2 days after the first dose of ivermectin. the granuloma resolved with no evidence of nematode infection after 18 months. 2012: two icelandic stallions died of the disease. one stallion sustained injuries to the mouth after an accident, developed severe neurological signs and had to be euthanatized. histological examination revealed mild inflammation and malacia in the cerebellum associated with the presence of numerous h. gingivalis nematodes. the second stallion started swerving to one side and lost balance was euthanatized due to lack of response to therapy and rapid deterioration. histological examination revealed numerous h. gingivalis nematodes in the cerebellum, brain stem, cervical spinal cord and in the meninges, with minimal reactive changes. 2013: a 13-week-old thoroughbred colt from central kentucky was euthanized after an acute onset of ataxia, blindness, head tremors, leaning to the right, recumbency, and seizures. microscopically, there was a verminous meningoencephalitis characterized by an eosinophilic and granulomatous inflammatory reaction primarily affecting the cerebellum. dispersed within regions of inflammation were numerous cross and longitudinal sections of intact and degenerative small nematodes. the nematodes had dorsoflexed ovaries and ventroflexed vulvas, which are distinguishing features of halicephalobus gingivalis. intact nematodes, compatible with h. gingivalis, also were recovered and identified from portions of the brain that had been frozen for 5-week post-necropsy examination via tissue maceration and additional laboratory techniques. 2014: a 6-year-old thoroughbred gelding in korea was euthanized after a 2-month period of abnormal neurological signs, such as circling left in his pen and hitting his head and body against the wall. after the horse was euthanized on the farm, a half of the brain and whole blood were submitted for diagnostic tests. histopathological examination of the brain revealed granulomatous and eosinophilic meningoencephalitis with numerous intralesional nematodes, predominantly affecting the cerebrum. multifocal malacic foci were scattered in the brain parenchyma. the intralesional parasites were identified as h. gingivalis by morphological features and pcr testing. 2016: two lipizzaner stallions living at two different breeding farms in romania died from the disease. at necropsy, granulomatous and necrotizing lesions were observed in the kidneys, lymph nodes, brain, retroperitoneal adipose tissue, and lungs, indicating a systemic infection. parasitological and histopathological analyses evidenced larval and adult forms of rhabditiform nematodes consistent with halicephalobus species. 2017: a 13-year-old koninklijk warmbloed paard nederland stallion in piedmont, italy died. the post-mortem examination revealed neuropathological findings consisted of granulomatous meningoencephalitis and larvae and adult females of h. gingivalis were isolated and identified from the digested brain. two unrelated horses living in southern california were diagnosed with halicephalobiasis in july 2017. case 1: an 18-year-old gypsy vanner mare who had been experiencing progressive neurological signs which included:day 1: ataxia and head pressingday 2: recumbencyday 3: dog paddlingthe horse was euthanized on day 3. the necropsy results revealed no gross lesions. the histopathologic examination of the horse's brain and spinal cord showed the presence of multifocal granulomatous meningoencephalitis and neuritis of cranial and spinal nerves, with abundant intralesional nematodes and eggs.case 2: an arabian mare presented with a history of chronic, severe hematuria (presence of blood in the urine) and deterioration. the horse was euthanized. the field necropsy performed by the veterinarian revealed large, firm, off-white nodular masses in both of the horse's kidneys, and scattered small firm to gritty nodules in the lungs. the histologic exam revealed the kidney masses were exuberant granulation tissue and inflammation with large numbers of intralesional nematodes, larvae, and egg. the lung nodules consisted of smaller granulomas with nematodes.",https://horsedvm.com/disease/halicephalobiasis
headshaking,neurological,"shaking or flipping the head in a vertical plane, acting as if an insect flow up their nose, muzzle rubbing, snorting, 'flips' upper lip, strikes at face with foot, anxious expression, rubs nose on ground, horizontal headshaking, sensitive muzzle, staring into space, submerges muzzle in water","headshaking (hsk) is a syndrome of spontaneous and repetitive movements of the head and neck in the horse. most cases of headshaking in horses are caused by an idiopathic trigeminal neuropathy. 59% of headshaking horses have exhibited clinical signs seasonally, starting in the spring and early summer and lasting until late summer or fall. weather patterns, wind, rain, exercise, increased exercise intensity, sharp load sounds, and vibrations can also affect the onset of signs. photic headshakers is a term used to describe horses which exhibit severe signs of hsk during bright sunny days. 52% of 109 headshakers (86% live in north america) have been thought to be photic headshakers, which is thought to be associated with varying levels of uv exposure. clinical signs affected horses demonstrate violent, uncontrollable, typically downward, jerks, shakes, or flicks of the head without any apparent physical cause. the behavior might occur continuously or intermittently, with some horses showing progressive severity. in severe instances, the headshaking can be so intense that it results in self-trauma to the horse in the form of abrasions on the muzzle and/or legs, or the animal being a danger to handle or ride. the most common types of headshaking behavior demonstrated by affected horses include:flipping or shaking of the head within a vertical planebehaving as if a fly flew up their noserubbing their muzzle continuouslysnortinganxiousnessthere have been some incidences of headshaking horses that spontaneously stopped (for a period of a couple weeks up to several years), following several years of headshaking behavior.",https://horsedvm.com/disease/headshaking
heart failure,seniors,"exercise intolerance, poor performance, delayed recovery after exercise, weight loss, loss of body condition, breathing difficulties, nasal discharge, weak pulse, increased heart rate, cough, abnormal lung sounds, jugular venous pulsation, abdominal swelling","heart failure (hf) is a clinical syndrome which occurs when the heart can no longer pump sufficiently to maintain blood flow to meet the needs of the body. it occurs more commonly in older horses, but can also occur in younger horses with a heart problem or congenital disorder. the signs associated with heart failure vary depending on its stage and cause.",https://horsedvm.com/disease/heart-failure
heat stress,seniors,"increased respiration, increased body temperature, flared nostrils, skin is hot to touch, disorientation, depression, restlessness, head nodding, profuse sweating, tripping and staggering","the primary method of heat dissipation in horses is through evaporation of sweat, especially during the summer when horses are living in areas with warm to hot ambient temperature conditions. when horses are exercised, their bodies generate a great deal of energy which converts to heat. during the warm up phase of exercise a few important interactions are happening in the horse:the rate of heat production in horses muscles greatly exceeds the rate of heat dissipation, which causes a rapid increase in muscle temperature.core blood is heated with heat storage exceeding heat dissipation, which results in the horse's core body temperature to increase in proportion to the exercise intensity.the horse's skin temperature decreases slightly as a result of the increased convection related to the motion, then it gradually increases.therefore when horses are exposed to warm temperatures and exercised they are more at risk of overheating. horses with a thermoregulatory system impairment, such as anhidrosis, are even more at risk of overheating, due to their inability to properly sweat. unconditioned, older horses (due to changes to their thermoregulatory system), dark colored horses, horses in trailers, overweight horses, horses grazing on endophyte-infested fescue grass, horses that have recently relocated from colder climates, larger horses, and dehydrated or overweight horses are also at a heightened risk of developing heat stress. all horses that are exposed to a humidity index over 180 are at risk of heat stress and should not be exercised until weather conditions improve. early recognition and vigorous treatment are essential to limit the consequences of heat stress in horses.",https://horsedvm.com/disease/heat-stress
heaves,seniors,"wheezing, crackles, or tracheal rattles, respiratory distress, severe coughing (especially when exercised), nasal discharge, flared nostrils, weight loss, exercise intolerance, abnormal or difficulty breathing at rest, abdominal heave line","heaves, also known as recurrent airway obstruction (rao), is a chronic inflammatory disease that causes respiratory problems in mainly older horses. the disease was previously referred to as copd, for it was originally thought to resemble copd in humans, however more recent research indicates that it actually more closely resembles human asthma. the american college of veterinary internal medicine (acvim) have recently lumped heaves, inflammatory airway disease (iad), and summer pasture-associated obstructive pulmonary disease (spaopd) together under the term, ""equine asthma syndrome."" horses with heaves suffer from chronic coughing and nasal discharge, and/or difficulty exercising or breathing. the disease is typically associated with narrowing and spasms of the air passages (bronchoconstriction and bronchospasm) and excessive mucus production. the severity of airway obstruction, inflammation, and associated symptoms can vary widely among horses. recent studies confirmed that the plasma cortisol concentration in the horse increases concurrently with the development of acute exacerbation of rao. in rao, haptoglobin is a marker of both acute and chronic systemic inflammation, whereas high concentrations of saa indicate acute inflammation. risk factors risk factors are similar to those seen in humans with asthma, which include indoor and outdoor allergens (mites, pollens, dust, endotoxins, mold spores, mycotoxins) and irritants like lipopolysaccharides (lps). horses with rao tend to be extra sensitive to exposure of dust and molds commonly found in stored hay. noxious fumes and high humidity can also act as triggers. how heaves is diagnosed heaves is diagnosed through thoracic radiographs, bal (bronchoalveolar lavage) with cytology, cbc and/or blood chemistry. treatment options there is no cure for heaves. treatment goals are aimed at improving lung function and inducing clinical remission. treatment options include corticosteroids, bronchodilators, and decreased antigen exposure (reduced exposure to dust from barn conditions, feed, bedding, and stored hay). antihistamines may also be of benefit but have shown not to be as effective for long-term control in some horses.",https://horsedvm.com/disease/recurrent-airway-disease
hendra virus,infectious,"sudden onset, fever up to 41°c (105.8°f), depression, loss of appetite, cyanosis, copious frothy nasal discharge, shallow respiration, facial swelling, ataxia, disorientation, hypersensitivity, head pressing, head tilt, circling, facial paralysis","hendra virus is fatal zoonotic disease caused by infection with the hendra virus (hev), formally known as equine morbillivirus. it is a concern for horses living in australia. hev causes infection in mainly horses and, rarely, in humans and dogs. hev is a paramyxovirus of the genus henipavirus, subfamily paramyxoviridae. hev was first identified during an outbreak of acute respiratory disease in 21 thoroughbred racehorses living in the brisbane suburb of hendra, australia, in 1994. the trainer and stable hand also became infected and died. in 1995, a third human case occurred during a necropsy examination of two of the horses that had died as a result of the hendra virus. since then, there have been eleven outbreaks confined along the east coast of australia, involving the death of at least 51 horses. horses are the intermediate hosts for transmitting the infection to humans through close contact during care of sick horses or during necropsy and/or handling of dead infected horses. clinical signs of hendra virus hendra virus causes a wide range of clinical signs in horses. it should be considered a possible cause of any sick horse with an illness of an unknown origin, who has progressive signs leading to rapid deterioration in health. signs of hendra virus in horses have a rapid onset and progressively worsen fast. they may be general at first and often include signs related to the respiratory tract and/or nervous system. general signs include:depressionfrequent weight shifting between legsfever up to 41°c (105.8°f)increased heart rate respiratory tract signs include:rapid breathingdifficulty breathingnasal discharge upon death which can be initially clear, progressing to stable white froth or stable blood-stained froth.nervous systems associated with hendra virus include:aimlessly walking in a dazed statehead tiltingcirclingwobbly gaitapparent loss of vision in one or both eyesmuscle twitchinginability to riseurinary incontinencehow the virus is spread fruit bats (pteropus species), also known as flying foxes, are the natural reservoir host responsible for spreading this virus. the exact mode of hev transmission between flying-foxes, or flying-foxes to horses has not yet been definitely determined. hendra virus is transmitted two ways:infected flying foxes to horses - making it important that horse food and water containers are not placed under or near fruiting or flowering trees.infected horses to humans and other animals - sick horses must be isolated. virus life cycle hendra virus has an 4-16 day incubation period. the clinical course of the disease is typically short, with most horses dying within 48 hours of initial onset of clinical signs. hendra virus will not survive for longer than several hours to days outside of the animal host.",https://horsedvm.com/disease/hendra-virus
hernia,digestive,"visible bulge or swelling along abdominal cavity, colic","a hernia is the protrusion of an organ or part of an organ through the wall of the cavity normally containing it. hernias can be internal (occurs within the abdominal cavity) or external (occurs through the body wall producing a visible and palpable swelling covered by skin), direct (occurs through a rent or tear) or indirect (occurs through a natural passage).",https://horsedvm.com/disease/hernias
